N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,0,1,698,55.00390625,66.3046875,257.68359375,259.921875,0.6506892442703247,0.36257779598236084,19.2890625,-26.955810546875
12,100,8.75,0,1,699,55.953125,65.390625,262.8828125,256.3671875,0.6575543284416199,0.3708003759384155,18.80859375,-26.655925750732422
12,100,8.75,0,1,700,54.94140625,65.59765625,258.73046875,260.28515625,0.6781140565872192,0.3622942566871643,19.65234375,-27.469533920288086
12,100,8.75,0,1,701,55.61328125,65.9921875,266.50390625,260.41015625,0.652435839176178,0.3679029047489166,18.91015625,-26.633987426757812
12,100,8.75,0,1,702,55.09375,64.79296875,257.44140625,256.98828125,0.6400490999221802,0.36363276839256287,19.18359375,-27.005001068115234
12,100,8.75,0,1,703,55.06640625,66.1328125,261.3515625,263.375,0.6652263402938843,0.3645452857017517,19.0234375,-26.651382446289062
12,100,8.75,0,1,704,54.921875,65.7734375,261.26953125,259.91796875,0.6258589625358582,0.365064412355423,19.28515625,-27.1123046875
12,100,8.75,0,1,705,54.7890625,65.5625,260.99609375,260.7578125,0.6654452681541443,0.36745938658714294,19.6171875,-27.308073043823242
12,100,8.75,0,1,706,54.0234375,67.015625,255.48046875,262.54296875,0.6710703372955322,0.3579253852367401,19.41796875,-26.849285125732422
12,100,8.75,0,1,707,55.23046875,66.6796875,256.796875,262.62890625,0.6392710208892822,0.36269471049308777,19.00390625,-26.69876480102539
12,100,8.75,0,1,708,54.421875,66.79296875,254.16796875,261.64453125,0.6491700410842896,0.35764455795288086,19.0625,-26.66238784790039
12,100,8.75,0,1,709,55.80859375,66.6015625,263.71484375,263.7109375,0.6690667271614075,0.3671310245990753,19.46484375,-26.962825775146484
12,100,8.75,0,1,710,55.90234375,67.109375,263.44921875,264.17578125,0.6560072898864746,0.3670266270637512,18.4140625,-25.98172378540039
12,100,8.75,0,1,711,55.1796875,66.44921875,263.0078125,263.90625,0.6467176079750061,0.36648204922676086,19.546875,-27.317319869995117
12,100,8.75,0,1,712,55.046875,67.25390625,262.19140625,265.91796875,0.6714203357696533,0.36193665862083435,19.14453125,-26.440221786499023
12,100,8.75,0,1,713,54.70703125,67.1640625,262.91015625,267.7578125,0.6220046281814575,0.3609740436077118,19.015625,-26.707700729370117
12,100,8.75,0,1,714,55.59765625,64.94140625,265.69921875,260.53125,0.6601544618606567,0.3663471043109894,19.640625,-27.385356903076172
12,100,8.75,0,1,715,54.78125,66.66796875,261.73046875,268.51171875,0.6150618195533752,0.3628615736961365,18.53515625,-26.106008529663086
12,100,8.75,0,1,716,54.65625,66.63671875,259.35546875,269.4921875,0.642373263835907,0.36261242628097534,19.16796875,-26.881399154663086
12,100,8.75,0,1,717,55.79296875,65.45703125,265.6875,263.484375,0.639016330242157,0.3678252696990967,18.546875,-26.49746322631836
12,100,8.75,0,1,718,54.5390625,66.2265625,257.625,263.73828125,0.697559654712677,0.35868921875953674,18.859375,-26.155014038085938
12,100,8.75,0,1,719,55.15625,65.46875,261.06640625,263.11328125,0.669577419757843,0.3647640645503998,19.3203125,-26.99420738220215
12,100,8.75,0,1,720,54.109375,66.6875,257.328125,266.2578125,0.6492754817008972,0.3606148064136505,19.0859375,-26.588741302490234
12,100,8.75,0,1,721,54.6328125,67.6015625,256.71875,268.23828125,0.6318667531013489,0.36245197057724,19.59765625,-27.088951110839844
12,100,8.75,0,1,722,54.90234375,66.66796875,257.6171875,262.73828125,0.6487898826599121,0.36283448338508606,18.93359375,-26.584980010986328
12,100,8.75,0,1,723,54.87890625,66.84765625,263.03515625,264.51953125,0.6611711382865906,0.36695021390914917,19.046875,-26.54793357849121
12,100,8.75,0,1,724,54.328125,68.4453125,255.8671875,269.90234375,0.6879774928092957,0.35840198397636414,18.8046875,-25.948583602905273
12,100,8.75,0,1,725,54.56640625,66.90234375,256.2109375,265.67578125,0.6787275671958923,0.3622108995914459,19.49609375,-26.986801147460938
12,100,8.75,0,1,726,55.31640625,67.00390625,263.0859375,267.2734375,0.6656802296638489,0.3664988875389099,19.4375,-26.996551513671875
12,100,8.75,0,1,727,56.2578125,67.57421875,271.3828125,269.875,0.6497863531112671,0.3711552023887634,18.8046875,-26.396825790405273
12,100,8.75,0,1,728,55.2578125,66.09765625,266.734375,267.60546875,0.6844766736030579,0.36494988203048706,19.5,-27.19249725341797
