condition,seed,update,enforce,freeze,bonus_on,removal_on,hazard_on,coord_on,eat0,eat1,eat2,eat3,enc0,enc1,enc2,enc3,selectivity,prevalence,zaps,ret
none,1,46,1.0,0.0,1.0,1.0,1.0,1.0,40.9375,61.6953125,59.1953125,56.1640625,135.48046875,197.70703125,188.98046875,179.1015625,0.0,0.0,5.25390625,16.630104064941406
none,1,47,1.0,0.0,1.0,1.0,1.0,1.0,40.49609375,62.36328125,59.21875,56.4296875,131.68359375,196.8828125,188.53515625,180.03515625,0.0,0.0,5.2578125,16.941162109375
none,1,48,1.0,0.0,1.0,1.0,1.0,1.0,40.72265625,63.65234375,59.02734375,54.71484375,131.8984375,202.234375,186.86328125,174.0234375,0.0,0.0,4.90625,16.854736328125
none,1,49,1.0,0.0,1.0,1.0,1.0,1.0,39.25,62.72265625,59.734375,55.1953125,130.30859375,198.65625,189.0546875,176.0546875,0.0,0.0,5.0859375,17.148117065429688
none,1,50,1.0,0.0,1.0,1.0,1.0,1.0,39.71484375,62.45703125,59.56640625,54.9921875,129.5390625,197.71875,188.578125,175.6796875,0.0,0.0,4.89453125,16.77197265625
none,1,51,1.0,0.0,1.0,1.0,1.0,1.0,38.515625,64.37109375,59.42578125,53.67578125,128.42578125,203.6171875,189.5546875,172.9765625,0.0,0.0,4.99609375,17.076862335205078
none,1,52,1.0,0.0,1.0,1.0,1.0,1.0,38.21484375,62.6484375,59.73046875,54.87890625,126.84375,200.6484375,190.4921875,177.78125,0.0,0.0,4.9921875,16.990230560302734
none,1,53,1.0,0.0,1.0,1.0,1.0,1.0,39.28515625,62.21484375,60.67578125,54.30859375,129.99609375,199.23046875,195.703125,176.73828125,0.0,0.0,5.0078125,16.89807891845703
none,1,54,1.0,0.0,1.0,1.0,1.0,1.0,39.125,61.9453125,58.4765625,55.69921875,129.73046875,198.65234375,187.77734375,181.68359375,0.0,0.0,4.91015625,16.86670684814453
none,1,55,1.0,0.0,1.0,1.0,1.0,1.0,37.6796875,61.51953125,60.8671875,53.3828125,126.88671875,199.28515625,196.2109375,173.86328125,0.0,0.0,4.8828125,16.898910522460938
none,1,56,1.0,0.0,1.0,1.0,1.0,1.0,38.4296875,62.25390625,60.3046875,53.890625,129.90234375,202.56640625,195.3984375,176.8515625,0.0,0.0,4.71875,17.024991989135742
