N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,none,0,1473,88.12109375,165.9296875,236.49609375,394.7265625,0.0,0.0,0.9375,7.542773246765137
12,100,8.75,none,0,1474,89.20703125,165.5078125,239.8125,394.09375,0.0,0.0,1.07421875,7.124804496765137
12,100,8.75,none,0,1475,89.69140625,165.5625,240.19921875,393.03125,0.0,0.0,1.04296875,7.147884368896484
12,100,8.75,none,0,1476,89.28125,166.2890625,240.75,395.59375,0.0,0.0,0.85546875,7.388085842132568
12,100,8.75,none,0,1477,88.88671875,164.09765625,239.8828125,389.74609375,0.0,0.0,0.9921875,7.210383892059326
12,100,8.75,none,0,1478,88.30078125,167.3125,236.68359375,396.8359375,0.0,0.0,1.0390625,7.5817060470581055
12,100,8.75,none,0,1479,88.44921875,165.90234375,237.69921875,394.21875,0.0,0.0,1.03515625,7.345832824707031
12,100,8.75,none,0,1480,89.62109375,165.87109375,239.66015625,393.2265625,0.0,0.0,0.99609375,7.0777997970581055
12,100,8.75,none,0,1481,88.05859375,166.05859375,236.47265625,394.3359375,0.0,0.0,0.9609375,7.508235454559326
12,100,8.75,none,0,1482,88.984375,166.796875,238.1484375,394.5234375,0.0,0.0,0.97265625,7.215169429779053
12,100,8.75,none,0,1483,89.6875,166.1953125,240.171875,391.890625,0.0,0.0,0.96484375,7.044921875
12,100,8.75,none,0,1484,88.0859375,165.87890625,234.59765625,392.0859375,0.0,0.0,0.98046875,7.3751630783081055
12,100,8.75,none,0,1485,87.65625,165.74609375,235.7734375,391.05078125,0.0,0.0,0.87890625,7.547688961029053
12,100,8.75,none,0,1486,88.421875,165.66015625,236.62890625,390.42578125,0.0,0.0,0.97265625,7.379231929779053
12,100,8.75,none,0,1487,88.26953125,166.0078125,236.75390625,392.796875,0.0,0.0,0.98828125,7.57421875
12,100,8.75,none,0,1488,88.203125,166.87890625,235.98046875,394.42578125,0.0,0.0,0.9375,7.731282711029053
