N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,1,0,0,58.125,60.625,474.625,470.875,0.9684417843818665,0.4169434905052185,39.625,-1.3979171514511108
12,100,8.75,1,0,1,56.3125,64.625,450.5,486.5,1.0174460411071777,0.44242799282073975,42.625,0.9893226623535156
12,100,8.75,1,0,2,61.5625,63.0625,469.25,463.4375,1.0146292448043823,0.4337785542011261,40.1875,-0.379427433013916
12,100,8.75,1,0,3,58.5625,62.5,454.375,489.625,0.9358342289924622,0.4373742640018463,38.9375,-1.9195315837860107
12,100,8.75,1,0,4,57.0625,66.25,411.8125,489.75,0.9322566390037537,0.45793989300727844,43.1875,0.14765596389770508
12,100,8.75,1,0,5,56.625,66.1875,434.25,460.3125,0.9529129862785339,0.4711354076862335,44.6875,1.577343225479126
12,100,8.75,1,0,6,60.5625,67.125,442.9375,467.5625,0.9735345244407654,0.45177116990089417,40.5,-0.30598992109298706
12,100,8.75,1,0,7,61.0625,65.8125,426.3125,474.9375,1.0642951726913452,0.44499170780181885,40.25,-0.015885990113019943
12,100,8.75,1,0,8,58.6875,66.25,437.625,450.0625,1.0477564334869385,0.4354984760284424,42.1875,0.8864578008651733
12,100,8.75,1,0,9,61.25,67.1875,420.0,463.75,0.9826505184173584,0.4636656641960144,42.25,-0.22187519073486328
12,100,8.75,1,0,10,60.25,71.0625,407.6875,452.6875,1.0115889310836792,0.46333491802215576,42.9375,0.9973955154418945
12,100,8.75,1,0,11,64.0,66.625,433.8125,474.0625,1.0437753200531006,0.44349396228790283,42.125,0.15624937415122986
12,100,8.75,1,0,12,60.3125,72.0,387.8125,459.0625,1.0809870958328247,0.4664711058139801,44.125,2.7677078247070312
12,100,8.75,1,0,13,62.0,66.75,400.5,453.25,1.1013942956924438,0.449727326631546,46.8125,2.2945308685302734
12,100,8.75,1,0,14,62.625,71.625,390.125,444.4375,1.0124711990356445,0.4736569821834564,45.875,1.722395658493042
12,100,8.75,1,0,15,61.3125,70.4375,397.6875,445.4375,1.039718508720398,0.45735886693000793,44.6875,1.3796871900558472
12,100,8.75,1,0,16,60.8125,69.625,394.4375,438.875,0.9635683298110962,0.47160494327545166,46.625,0.022655805572867393
12,100,8.75,1,0,17,58.25,71.375,365.875,442.875,1.0076501369476318,0.47106292843818665,46.875,2.276562213897705
12,100,8.75,1,0,18,63.1875,70.375,380.0625,439.8125,1.0264627933502197,0.468249648809433,46.8125,1.998436689376831
12,100,8.75,1,0,19,63.0,72.0625,382.0,446.125,1.0736910104751587,0.47589007019996643,45.625,1.7872388362884521
